Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
raelynn-knit-dress,,,,,,,,Color,Black,Size,S,,,1316619BLK00S,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,,g,,,
raelynn-knit-dress,,,,,,,,Color,Black,Size,XS,,,1316619BLK0XS,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,,g,,,
brooklyn-cashmere-polo-sweater,Brooklyn Cashmere Polo Sweater,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Husky,Size,M,,,1316582HUS00M,453,shopify,1,deny,manual,99.20,248.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1186.png?v=1762960407,1,Brooklyn Cashmere Polo Sweater,FALSE,Brooklyn Cashmere Polo Sweater | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
brooklyn-cashmere-polo-sweater,,,,,,,,Color,Husky,Size,S,,,1316582HUS00S,453,shopify,1,deny,manual,99.20,248.00,TRUE,TRUE,,,,,,,,,g,,,
brooklyn-cashmere-polo-sweater,,,,,,,,Color,Husky,Size,XL,,,1316582HUS0XL,453,shopify,1,deny,manual,99.20,248.00,TRUE,TRUE,,,,,,,,,g,,,
brooklyn-cashmere-polo-sweater,,,,,,,,Color,Husky,Size,XS,,,1316582HUS0XS,453,shopify,1,deny,manual,99.20,248.00,TRUE,TRUE,,,,,,,,,g,,,
xandra-knee-boot,Xandra Knee Boot,<p></p>,Homeboy Threads,,Shoes,"private, designer-donated",TRUE,Color,Brown Croc Effect,Size,6,,,1316567BEF006,453,shopify,1,deny,manual,191.20,478.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1168.jpg?v=1762952866,1,Xandra Knee Boot,FALSE,Xandra Knee Boot | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
xandra-knee-boot,,,,,,,,Color,Brown Croc Effect,Size,7,,,1316567BEF007,453,shopify,1,deny,manual,191.20,478.00,TRUE,TRUE,,,,,,,,,g,,,
xandra-knee-boot,,,,,,,,Color,Brown Croc Effect,Size,8,,,1316567BEF008,453,shopify,1,deny,manual,191.20,478.00,TRUE,TRUE,,,,,,,,,g,,,
xandra-knee-boot,,,,,,,,Color,Brown Croc Effect,Size,9,,,1316567BEF009,453,shopify,1,deny,manual,191.20,478.00,TRUE,TRUE,,,,,,,,,g,,,
xandra-knee-boot,,,,,,,,Color,Brown Croc Effect,Size,10,,,1316567BEF010,453,shopify,1,deny,manual,191.20,478.00,TRUE,TRUE,,,,,,,,,g,,,
xandra-knee-boot,,,,,,,,Color,Brown Croc Effect,Size,6.5,,,1316567BEF065,453,shopify,1,deny,manual,191.20,478.00,TRUE,TRUE,,,,,,,,,g,,,
xandra-knee-boot,,,,,,,,Color,Brown Croc Effect,Size,7.5,,,1316567BEF075,453,shopify,1,deny,manual,191.20,478.00,TRUE,TRUE,,,,,,,,,g,,,
xandra-knee-boot,,,,,,,,Color,Brown Croc Effect,Size,8.5,,,1316567BEF085,453,shopify,1,deny,manual,191.20,478.00,TRUE,TRUE,,,,,,,,,g,,,
xyla-ankle-boot,Xyla Ankle Boot,<p></p>,Homeboy Threads,,Shoes,"private, designer-donated",TRUE,Color,Truffle Leather,Size,6,,,1316564TRF006,453,shopify,1,deny,manual,139.20,348.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/F56556EE-7D7A-41CF-BD11-98F578192009.jpg?v=1762952701,1,Xyla Ankle Boot,FALSE,Xyla Ankle Boot | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
xyla-ankle-boot,,,,,,,,Color,Truffle Leather,Size,7,,,1316564TRF007,453,shopify,1,deny,manual,139.20,348.00,TRUE,TRUE,,,,,,,,,g,,,
xyla-ankle-boot,,,,,,,,Color,Truffle Leather,Size,8,,,1316564TRF008,453,shopify,1,deny,manual,139.20,348.00,TRUE,TRUE,,,,,,,,,g,,,
xyla-ankle-boot,,,,,,,,Color,Truffle Leather,Size,10,,,1316564TRF010,453,shopify,1,deny,manual,139.20,348.00,TRUE,TRUE,,,,,,,,,g,,,
xyla-ankle-boot,,,,,,,,Color,Truffle Leather,Size,6.5,,,1316564TRF065,453,shopify,1,deny,manual,139.20,348.00,TRUE,TRUE,,,,,,,,,g,,,
xyla-ankle-boot,,,,,,,,Color,Truffle Leather,Size,7.5,,,1316564TRF075,453,shopify,1,deny,manual,139.20,348.00,TRUE,TRUE,,,,,,,,,g,,,
xyla-ankle-boot,,,,,,,,Color,Truffle Leather,Size,8.5,,,1316564TRF085,453,shopify,1,deny,manual,139.20,348.00,TRUE,TRUE,,,,,,,,,g,,,
xyla-ankle-boot,,,,,,,,Color,Truffle Leather,Size,9.5,,,1316564TRF095,453,shopify,1,deny,manual,139.20,348.00,TRUE,TRUE,,,,,,,,,g,,,
presley-ankle-boot,Presley Ankle Boot,<p></p>,Homeboy Threads,,Shoes,"private, designer-donated",TRUE,Color,Black Stretch Leather,Size,7,,,1316563BLL007,453,shopify,1,deny,manual,151.20,378.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1164.jpg?v=1762952580,1,Presley Ankle Boot,FALSE,Presley Ankle Boot | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
presley-ankle-boot,,,,,,,,Color,Black Stretch Leather,Size,8,,,1316563BLL008,453,shopify,1,deny,manual,151.20,378.00,TRUE,TRUE,,,,,,,,,g,,,
presley-ankle-boot,,,,,,,,Color,Black Stretch Leather,Size,10,,,1316563BLL010,453,shopify,1,deny,manual,151.20,378.00,TRUE,TRUE,,,,,,,,,g,,,
presley-ankle-boot,,,,,,,,Color,Black Stretch Leather,Size,7.5,,,1316563BLL075,453,shopify,1,deny,manual,151.20,378.00,TRUE,TRUE,,,,,,,,,g,,,
prudence-ballet-flat,Prudence Ballet Flat,<p></p>,Homeboy Threads,,Shoes,"private, designer-donated",TRUE,Color,Black Satin,Size,6,,,1316559KAS006,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1162.jpg?v=1762952417,1,Prudence Ballet Flat,FALSE,Prudence Ballet Flat | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
prudence-ballet-flat,,,,,,,,Color,Black Satin,Size,7,,,1316559KAS007,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,,g,,,
prudence-ballet-flat,,,,,,,,Color,Black Satin,Size,9,,,1316559KAS009,453,shopify,1,deny,manual,107.20,268.00,TRUE,TRUE,,,,,,,,,g,,,
teddy-knit-top,Teddy Knit Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Ivory,Size,L,,,1316544IVO00L,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/F0FF143B-7350-474F-88EA-C977D6927752.png?v=1762966765,1,Teddy Knit Top,FALSE,Teddy Knit Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
teddy-knit-top,,,,,,,,Color,Ivory,Size,M,,,1316544IVO00M,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
teddy-knit-top,,,,,,,,Color,Ivory,Size,S,,,1316544IVO00S,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
amabel-knit-top,Amabel Knit Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,White,Size,M,,,1316537WHT00M,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1288.jpg?v=1762966646,1,Amabel Knit Top,FALSE,Amabel Knit Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
amabel-knit-top,,,,,,,,Color,White,Size,S,,,1316537WHT00S,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
amabel-knit-top,,,,,,,,Color,White,Size,XL,,,1316537WHT0XL,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
amabel-knit-top,,,,,,,,Color,White,Size,XS,,,1316537WHT0XS,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,,,,,,,,g,,,
norah-wide-leg-satin-pant,Norah Wide Leg Satin Pant,<p></p>,Homeboy Threads,,Pants,"private, designer-donated",TRUE,Color,Mahogany Stripe,Size,M,,,1316528MHP00M,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1286.jpg?v=1762966532,1,Norah Wide Leg Satin Pant,FALSE,Norah Wide Leg Satin Pant | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
norah-wide-leg-satin-pant,,,,,,,,Color,Mahogany Stripe,Size,S,,,1316528MHP00S,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,,g,,,
norah-wide-leg-satin-pant,,,,,,,,Color,Mahogany Stripe,Size,XS,,,1316528MHP0XS,453,shopify,1,deny,manual,79.20,198.00,TRUE,TRUE,,,,,,,,,g,,,
lauryn-top,Lauryn Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,0,,,1316521BLK000,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1282.png?v=1762966391,1,Lauryn Top,FALSE,Lauryn Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
lauryn-top,,,,,,,,Color,Black,Size,4,,,1316521BLK004,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
lauryn-top,,,,,,,,Color,Black,Size,6,,,1316521BLK006,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
lauryn-top,,,,,,,,Color,Black,Size,12,,,1316521BLK012,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
haylee-top,Haylee Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black And White Check,Size,8,,,1316519BWC008,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1280.jpg?v=1762966290,1,Haylee Top,FALSE,Haylee Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
haylee-top,,,,,,,,Color,Black And White Check,Size,12,,,1316519BWC012,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
jodie-satin-top,Jodie Satin Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Mahogany Stripe,Size,0,,,1316508MHP000,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1278.png?v=1762966225,1,Jodie Satin Top,FALSE,Jodie Satin Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
jodie-satin-top,,,,,,,,Color,Mahogany Stripe,Size,2,,,1316508MHP002,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
jodie-satin-top,,,,,,,,Color,Mahogany Stripe,Size,4,,,1316508MHP004,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
jodie-satin-top,,,,,,,,Color,Mahogany Stripe,Size,10,,,1316508MHP010,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
iridessa-dress,Iridessa Dress,<p></p>,Homeboy Threads,,Dresses,"private, designer-donated",TRUE,Color,Plum,Size,6,,,1316474PLM006,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1183.png?v=1762954026,1,Iridessa Dress,FALSE,Iridessa Dress | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
melina-silk-dress,Melina Silk Dress,<p></p>,Homeboy Threads,,Dresses,"private, designer-donated",TRUE,Color,Mahogany,Size,0,,,1316473MHG000,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1180.png?v=1762953912,1,Melina Silk Dress,FALSE,Melina Silk Dress | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
melina-silk-dress,,,,,,,,Color,Mahogany,Size,2,,,1316473MHG002,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
melina-silk-dress,,,,,,,,Color,Mahogany,Size,4,,,1316473MHG004,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
melina-silk-dress,,,,,,,,Color,Mahogany,Size,6,,,1316473MHG006,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
melina-silk-dress,,,,,,,,Color,Mahogany,Size,8,,,1316473MHG008,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
melina-silk-dress,,,,,,,,Color,Mahogany,Size,10,,,1316473MHG010,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
melina-silk-dress,,,,,,,,Color,Mahogany,Size,12,,,1316473MHG012,453,shopify,1,deny,manual,119.20,298.00,TRUE,TRUE,,,,,,,,,g,,,
avi-tank,Avi Tank,<p></p>,Homeboy Threads,,Tank Tops,"private, designer-donated",TRUE,Color,White,Size,L,,,1316466WHT00L,453,shopify,1,deny,manual,19.20,48.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1173.png?v=1762953590,1,Avi Tank,FALSE,Avi Tank | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
avi-tank,,,,,,,,Color,White,Size,M,,,1316466WHT00M,453,shopify,1,deny,manual,19.20,48.00,TRUE,TRUE,,,,,,,,,g,,,
avi-tank,,,,,,,,Color,White,Size,S,,,1316466WHT00S,453,shopify,1,deny,manual,19.20,48.00,TRUE,TRUE,,,,,,,,,g,,,
avi-tank,,,,,,,,Color,White,Size,XL,,,1316466WHT0XL,453,shopify,1,deny,manual,19.20,48.00,TRUE,TRUE,,,,,,,,,g,,,
avi-tank,,,,,,,,Color,White,Size,XS,,,1316466WHT0XS,453,shopify,1,deny,manual,19.20,48.00,TRUE,TRUE,,,,,,,,,g,,,
seleena-bucket-bag,Seleena Bucket Bag,<p></p>,Homeboy Threads,,Handbags,"private, designer-donated",TRUE,Color,Black Leather,Size,OS,,,1316465BCL0OS,453,shopify,1,deny,manual,179.20,448.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/4A5ED60C-757F-444A-9DB6-DC0F0665F5B9.jpg?v=1762952255,1,Seleena Bucket Bag,FALSE,Seleena Bucket Bag | Homeboy Threads Resale | Homeboy Threads,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/4A5ED60C-757F-444A-9DB6-DC0F0665F5B9.jpg?v=1762952255,g,,,active
seleena-bucket-bag,,,,,,,,Color,Espresso Suede,Size,OS,,,1316465ESP0OS,453,shopify,1,deny,manual,179.20,448.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/84ABACC3-B46F-41DB-8218-D220023D45E7.jpg?v=1762952271,g,,,
seleena-bucket-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/84ABACC3-B46F-41DB-8218-D220023D45E7.jpg?v=1762952271,2,Seleena Bucket Bag,,,,,,,,
simona-cylinder-bag,Simona Cylinder Bag,<p></p>,Homeboy Threads,,Handbags,"private, designer-donated",TRUE,Color,Black Suede,Size,OS,,,1316463BSU0OS,453,shopify,1,deny,manual,159.20,398.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/2BE6639B-11B2-436E-A473-095C0689C01F.jpg?v=1762952028,1,Simona Cylinder Bag,FALSE,Simona Cylinder Bag | Homeboy Threads Resale | Homeboy Threads,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/2BE6639B-11B2-436E-A473-095C0689C01F.jpg?v=1762952028,g,,,active
simona-cylinder-bag,,,,,,,,Color,Ruby Leather,Size,OS,,,1316463RUT0OS,453,shopify,1,deny,manual,159.20,398.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/34E132A3-DB51-486B-ADC6-50267A9DCCBC.jpg?v=1762952057,g,,,
simona-cylinder-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/34E132A3-DB51-486B-ADC6-50267A9DCCBC.jpg?v=1762952057,2,Simona Cylinder Bag,,,,,,,,
chimere-dress,Chimere Dress,<p></p>,Homeboy Threads,,Dresses,"private, designer-donated",TRUE,Color,Black,Size,0,,,1316451BLK000,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/BAEA8496-C1A0-436C-9AE5-2995C7E87891.jpg?v=1762983892,1,Chimere Dress,FALSE,Chimere Dress | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
chimere-dress,,,,,,,,Color,Black,Size,6,,,1316451BLK006,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,,,,,,,,g,,,
chimere-dress,,,,,,,,Color,Black,Size,10,,,1316451BLK010,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,,,,,,,,g,,,
drew-vintage-oversized-crewneck-sweatshirt,Drew Vintage Oversized Crewneck Sweatshirt,<p></p>,Homeboy Threads,,Sweatshirts,"private, designer-donated",TRUE,Color,Taupe,Size,M,,,1316414TAU00M,453,shopify,1,deny,manual,51.20,128.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1143.png?v=1762951361,1,Drew Vintage Oversized Crewneck Sweatshirt,FALSE,Drew Vintage Oversized Crewneck Sweatshirt | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
skye-boyfriend-sweatpant,Skye Boyfriend Sweatpant,<p></p>,Homeboy Threads,,,"private, designer-donated",TRUE,Color,Heather Grey,Size,S,,,1316413HTR00S,453,shopify,1,deny,manual,43.20,108.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1141.png?v=1762951242,1,Skye Boyfriend Sweatpant,FALSE,Skye Boyfriend Sweatpant | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
ophelia-denim-top,Ophelia Denim Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Keila,Size,0,,,1316409KLA000,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1137.jpg?v=1762951042,1,Ophelia Denim Top,FALSE,Ophelia Denim Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
ophelia-denim-top,,,,,,,,Color,Keila,Size,2,,,1316409KLA002,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
ophelia-denim-top,,,,,,,,Color,Keila,Size,10,,,1316409KLA010,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
caily-top,Caily Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Black,Size,10,,,1316404BLK010,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/5ABABEA9-AECA-4244-8581-7921AADB506F.jpg?v=1762950934,1,Caily Top,FALSE,Caily Top | Homeboy Threads Resale | Homeboy Threads,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/5ABABEA9-AECA-4244-8581-7921AADB506F.jpg?v=1762950934,g,,,active
caily-top,,,,,,,,Color,Black,Size,12,,,1316404BLK012,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/5ABABEA9-AECA-4244-8581-7921AADB506F.jpg?v=1762950934,g,,,
caily-top,,,,,,,,Color,White,Size,2,,,1316404WHT002,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/9FEC947A-B38D-4FC9-9AF8-705F74DFCF25.png?v=1762950964,g,,,
caily-top,,,,,,,,Color,White,Size,6,,,1316404WHT006,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/9FEC947A-B38D-4FC9-9AF8-705F74DFCF25.png?v=1762950964,g,,,
caily-top,,,,,,,,Color,White,Size,8,,,1316404WHT008,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/9FEC947A-B38D-4FC9-9AF8-705F74DFCF25.png?v=1762950964,g,,,
caily-top,,,,,,,,Color,White,Size,10,,,1316404WHT010,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/9FEC947A-B38D-4FC9-9AF8-705F74DFCF25.png?v=1762950964,g,,,
caily-top,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/9FEC947A-B38D-4FC9-9AF8-705F74DFCF25.png?v=1762950964,2,Caily Top,,,,,,,,
grace-cropped-vintage-oversized-crewneck-sweatshirt,Grace Cropped Vintage Oversized Crewneck Sweatshirt,<p></p>,Homeboy Threads,,Sweatshirts,"private, designer-donated",TRUE,Color,Heather Grey,Size,L,,,1316396HTR00L,453,shopify,1,deny,manual,39.20,98.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/2E166C47-DAC0-48BB-848F-66557F673C2C.jpg?v=1762965894,1,Grace Cropped Vintage Oversized Crewneck Sweatshirt,FALSE,Grace Cropped Vintage Oversized Crewneck Sweatshirt | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
grace-cropped-vintage-oversized-crewneck-sweatshirt,,,,,,,,Color,Heather Grey,Size,XL,,,1316396HTR0XL,453,shopify,1,deny,manual,39.20,98.00,TRUE,TRUE,,,,,,,,,g,,,
grace-cropped-vintage-oversized-crewneck-sweatshirt,,,,,,,,Color,Heather Grey,Size,XS,,,1316396HTR0XS,453,shopify,1,deny,manual,39.20,98.00,TRUE,TRUE,,,,,,,,,g,,,
austin-zip-up-hoodie,Austin Zip Up Hoodie,<p></p>,Homeboy Threads,,Sweatshirts,"private, designer-donated",TRUE,Color,Midnight,Size,S,,,1316395MDN00S,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1128.jpg?v=1762950471,1,Austin Zip Up Hoodie,FALSE,Austin Zip Up Hoodie | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
austin-zip-up-hoodie,,,,,,,,Color,Midnight,Size,XL,,,1316395MDN0XL,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,,g,,,
austin-zip-up-hoodie,,,,,,,,Color,Midnight,Size,XS,,,1316395MDN0XS,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,,g,,,
lorenza-denim-jumpsuit,Lorenza Denim Jumpsuit,<p></p>,Homeboy Threads,,Jumpsuits & Rompers,"private, designer-donated",TRUE,Color,Salinas,Size,0,,,1316383ILA000,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/A95BE55A-28B9-497F-8556-23FBC57E9DC0.jpg?v=1762974936,1,Lorenza Denim Jumpsuit,FALSE,Lorenza Denim Jumpsuit | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
lorenza-denim-jumpsuit,,,,,,,,Color,Salinas,Size,2,,,1316383ILA002,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,,,,,,,,g,,,
lorenza-denim-jumpsuit,,,,,,,,Color,Salinas,Size,4,,,1316383ILA004,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,,,,,,,,g,,,
lorenza-denim-jumpsuit,,,,,,,,Color,Salinas,Size,6,,,1316383ILA006,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,,,,,,,,g,,,
lorenza-denim-jumpsuit,,,,,,,,Color,Salinas,Size,8,,,1316383ILA008,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,,,,,,,,g,,,
lorenza-denim-jumpsuit,,,,,,,,Color,Salinas,Size,10,,,1316383ILA010,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,,,,,,,,g,,,
lorenza-denim-jumpsuit,,,,,,,,Color,Salinas,Size,12,,,1316383ILA012,453,shopify,1,deny,manual,87.20,218.00,TRUE,TRUE,,,,,,,,,g,,,
wes-high-rise-wide-leg-jeans,Wes High Rise Wide Leg Jeans,<p></p>,Homeboy Threads,,Jeans,"private, designer-donated",TRUE,Color,Mille,Size,23,,,1316382ILL023,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1121.jpg?v=1762950044,1,Wes High Rise Wide Leg Jeans,FALSE,Wes High Rise Wide Leg Jeans | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
wes-high-rise-wide-leg-jeans,,,,,,,,Color,Mille,Size,24,,,1316382ILL024,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
wes-high-rise-wide-leg-jeans,,,,,,,,Color,Mille,Size,25,,,1316382ILL025,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
wes-high-rise-wide-leg-jeans,,,,,,,,Color,Mille,Size,28,,,1316382ILL028,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
wes-high-rise-wide-leg-jeans,,,,,,,,Color,Mille,Size,30,,,1316382ILL030,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
wes-high-rise-wide-leg-jeans,,,,,,,,Color,Mille,Size,31,,,1316382ILL031,453,shopify,1,deny,manual,67.20,168.00,TRUE,TRUE,,,,,,,,,g,,,
lucinda-denim-top,Lucinda Denim Top,<p></p>,Homeboy Threads,,Shirts,"private, designer-donated",TRUE,Color,Norman,Size,0,,,1316381NRM000,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0717/4320/9787/files/IMG-1118.png?v=1762949670,1,Lucinda Denim Top,FALSE,Lucinda Denim Top | Homeboy Threads Resale | Homeboy Threads,,,g,,,active
lucinda-denim-top,,,,,,,,Color,Norman,Size,2,,,1316381NRM002,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,,g,,,
lucinda-denim-top,,,,,,,,Color,Norman,Size,4,,,1316381NRM004,453,shopify,1,deny,manual,59.20,148.00,TRUE,TRUE,,,,,,,,,g,,,
